
79.96714153	6.556722152	0.609219244	22.32977235	0.277183728	0.067256938	36.72962065	1.308264229	0.417481406	3.430846005	22.16559044	0.00761837	48.05204884	6394.743724	0.076830819	4.000871581	7.678726591
73.61735699	3.897628567	0.713961499	19.17993048	0.373813833	0.051218445	36.82202381	1.266799637	0.112101906	3.236542194	27.51918641	0.009698277	46.6461264	5419.51525	0.139736782	-2.556327406	10.41965088
81.47688538	3.363602233	0.758639447	17.33129288	0.311587963	0.057534175	36.64960697	1.155547009	0.267220494	3.767062689	25.38721677	0.0093111	42.35034374	6638.482851	0.097087059	5.163345065	12.77280216
90.23029856	4.993251085	0.988768766	33.3039913	0.390400836	0.050998263	35.91725069	1.014937169	0.295833998	3.537983672	35.22598401	0.010958279	36.45375272	8141.506779	0.152412813	14.93681039	-2.608466822
72.65846625	4.659630755	0.855655312	28.28745842	0.457169938	0.043326666	36.45337327	1.004500078	0.301590866	3.717846229	33.2172665	0.011776402	36.61741628	5279.252718	0.209004352	-2.923167066	1.269324617
72.65863043	4.093543901	0.666451843	33.03524318	0.667430897	0.027580841	36.15328773	1.152759954	0.318049606	4.350993906	48.4946149	0.00917237	41.67606231	5279.276576	0.445464003	-2.623161666	-3.465070501
90.79212816	6.392774895	0.848603629	35.52378149	0.435768192	0.052054557	36.43921827	0.921665878	0.361043982	3.883624549	39.56432156	0.009346665	33.5847841	8243.210535	0.189893917	15.64958197	-4.789645855
82.67434729	6.910610417	0.645269601	32.12493595	0.182874859	0.042243934	36.79400127	0.62349585	0.296459256	2.83951378	15.11905957	0.007804955	22.94090709	6835.0477	0.033443214	7.336372086	-1.924450266
70.30525614	5.176813773	0.908269105	35.26210541	0.728013569	0.041996646	36.59154525	1.098400811	0.263194172	1.877098844	51.18318046	0.012918936	40.19218297	4942.829041	0.530003757	-4.816562515	-5.849599639
80.42560044	7.955060162	0.752887535	29.44374171	0.332581973	0.045010127	36.84442726	0.773786274	0.259241066	4.667797933	26.74810489	0.009361292	28.50971209	6468.277205	0.110610769	4.923964544	0.61033935
70.36582307	2.716621772	0.790636381	20.50405289	0.488255915	0.067448614	36.60252618	0.807571754	0.23884842	2.762276627	34.3565293	0.011236085	29.55916628	4951.349057	0.238393838	-5.722956392	8.890665877
70.34270246	4.612681081	0.932579665	38.46251345	0.589307301	0.074048375	36.11050222	1.00004479	0.378754332	2.526892587	41.45346816	0.01325766	36.11211959	4948.09579	0.347283095	-4.578532547	-9.037418864
77.41962272	3.566355359	0.671283643	25.28710294	0.539922084	0.052172079	35.7437459	0.980975024	0.235347152	1.263273182	41.80056401	0.008670717	35.06372201	5993.797981	0.291515856	1.63170708	4.563880327
55.86719755	1.266926766	0.660288181	22.51522961	0.71883591	0.045352328	36.54464263	0.717584879	0.384677111	3.338473105	40.15934776	0.011818889	26.22388295	3121.143762	0.516725065	-20.07307672	5.956998038
57.75082167	4.834638628	0.741640067	28.57665699	0.595800629	0.038227736	36.43582206	1.033098313	0.301899908	3.148886604	34.40797586	0.01284207	37.6417863	3335.157404	0.354978389	-17.77882709	0.019957144
69.37712471	4.756504983	0.903837885	22.69751265	0.327738084	0.054685402	36.20691628	1.193227932	0.247874519	1.484885064	22.73752593	0.013027895	43.20310384	4813.185433	0.107412252	-6.552624813	6.628700925
64.8716888	8.026899486	0.648065392	26.66055694	0.935712435	0.067829056	35.98981183	0.774331686	0.361840722	3.453274042	60.70124587	0.009989957	27.86805167	4208.336007	0.875557761	-10.77390445	2.383618217
78.14247333	6.261623369	0.51678444	32.75243137	0.538866693	0.047526596	36.27957704	1.254496666	0.227254608	2.501808079	42.10837616	0.006613362	45.51260844	6106.246137	0.290377312	2.849424571	-2.841804706
65.91975924	2.951626351	0.754884114	32.78673391	0.470531955	0.02621004	36.44165255	0.687965835	0.363818404	5.690315007	31.01735317	0.011451561	25.07061193	4345.414659	0.22140032	-9.373572482	-3.642874824
60.87696299	8.708185133	0.85517408	22.81735947	0.692785085	0.056700497	36.69976335	1.423464829	0.321272612	2.430638808	42.17465195	0.014047581	52.24082235	3706.004622	0.479951173	-15.00144649	5.956379933
89.65648769	7.442067391	0.920026175	26.09835702	0.549890189	0.059853997	36.55658932	0.917747914	0.240367531	2.564806668	49.30122298	0.01026168	33.54973359	8038.285785	0.30237922	13.92019692	4.536273991
72.742237	6.164195407	0.753683864	38.59466404	0.579845639	0.034141544	36.98242017	1.029123399	0.352863482	2.125223776	42.17926886	0.010361021	38.05947397	5291.433043	0.336220965	-2.163782979	-9.020118775
