HR_mean,HR_std,RR_mean,RR_rmssd,GSR_mean,GSR_std,TEMP_mean,ACC_mean,ACC_std,Tap_speed,HR_GSR,RR_HR_ratio,ACC_TEMP,HR_sq,GSR_sq,PCA_1,PCA_2
79.96714153011233,6.5567221523332755,0.6092192442122609,22.329772350505802,0.27718372835338245,0.06725693792814771,36.72962064680401,1.3082642289602642,0.4174814057585692,3.4308460051697467,22.165590435079146,0.007618369652275917,48.05204883549405,6394.743724497016,0.07683081926388172,4.000871581316552,7.6787265913834535
73.61735698828815,3.897628567342933,0.7139614989220499,19.17993048447422,0.373813833252442,0.051218444641324544,36.82202381072313,1.2667996371753851,0.11210190552461724,3.236542193614863,27.51918640970544,0.009698276712591497,46.64612640348746,5419.515249941058,0.1397367819308845,-2.556327406446646,10.419650884851913
81.47688538100692,3.363602233155386,0.7586394466578357,17.331292881699362,0.31158796328515104,0.05753417473421093,36.649606973640665,1.155547009449571,0.2672204944122537,3.767062689489702,25.387216770685644,0.009311100235486936,42.350343735892615,6638.48285138974,0.09708705886418863,5.163345065337915,12.772802157497187
90.23029856408026,4.993251085178096,0.9887687657340191,33.30399129710238,0.39040083625177247,0.05099826315099768,35.91725069271147,1.0149371685273771,0.2958339976618665,3.5379836721509412,35.225984014664036,0.01095827877630051,36.45375271934856,8141.506778963064,0.15241281294608325,14.936810386016072,-2.6084668217130815
72.65846625276664,4.659630754950143,0.8556553124533759,28.28745841817711,0.4571699378577623,0.0433266661878352,36.45337327024167,1.004500077649088,0.3015908658399631,3.7178462289962666,33.217266501617644,0.011776402070980886,36.61741628052895,5279.25271820443,0.20900435208087023,-2.923167066289555,1.269324616850599
72.6586304305082,4.093543901345449,0.6664518430900109,33.03524318084088,0.6674308972662769,0.02758084065491087,36.153287727524926,1.1527599544726521,0.3180496056078081,4.350993905727516,48.494614902372895,0.00917237001497593,41.676062314818324,5279.276576037172,0.4454640026256675,-2.6231616661545423,-3.465070500886052
90.79212815507391,6.392774894913431,0.8486036289417638,35.523781488972105,0.4357681922588595,0.052054556870363033,36.43921826812458,0.9216658780991935,0.36104398198094934,3.883624548970972,39.56432155747126,0.009346665247149399,33.58478410233921,8243.210534927364,0.18989391738455433,15.649581965512592,-4.7896458545553315
82.67434729152909,6.910610417141021,0.6452696011061635,32.124935945380265,0.18287485864608144,0.04224393395397609,36.79400127084017,0.6234958497065073,0.2964592560954649,2.8395137796714374,15.119059574595427,0.007804955494003381,22.9409070864648,6835.047700080363,0.033443213924824265,7.336372085821573,-1.9244502659192748
70.30525614065049,5.176813772583695,0.9082691053887074,35.26210540920299,0.728013569299032,0.04199664593834697,36.59154525076249,1.098400810820592,0.2631941717856319,1.8770988439231673,51.18318046343765,0.012918936012005316,40.19218297261591,4942.829041002473,0.5300037570835165,-4.816562514583072,-5.849599639150996
80.42560043585965,7.955060162110524,0.7528875348182121,29.443741710061843,0.33258197327699207,0.04501012744020888,36.84442725991923,0.7737862740130057,0.2592410655340304,4.667797933004515,26.748104894945115,0.009361292060463369,28.509712087596117,6468.277205468548,0.11061076894881787,4.923964543785568,0.6103393498473512
70.36582307187538,2.71662177173299,0.7906363811260829,20.504052893554043,0.48825591457907425,0.06744861406623494,36.60252617621406,0.8075717543619231,0.23884841979616453,2.7622766266528873,34.35652929906784,0.01123608517047381,29.559166278203403,4951.3490565824695,0.23839383812144824,-5.722956391917772,8.890665876999487
70.34270246429743,4.612681081440564,0.932579664754219,38.46251344656637,0.5893073013881422,0.07404837542253973,36.11050221809933,1.0000447895991575,0.3787543324326865,2.5268925866394776,41.45346816158414,0.013257660454935628,36.11211959301905,4948.095789980676,0.34728309546937475,-4.578532547443377,-9.037418863992908
77.41962271566034,3.5663553587943904,0.6712836431415751,25.287102937750984,0.5399220836805566,0.05217207937528401,35.74374589802818,0.9809750244893061,0.23534715205234852,1.2632731822355607,41.800564014401886,0.008670717055894263,35.06372200765773,5993.79798143519,0.29151585644595396,1.6317070798045148,4.563880326852211
